site.id,risk.type,species,season,index.value
G01,Habitat,topi,Dry,4.471633082
G02,Habitat,topi,Dry,22.32778337
G03,Habitat,topi,Dry,5.874243544
G04,Habitat,topi,Dry,1.931608269
G05,Habitat,topi,Dry,5.764168084
G06,Habitat,topi,Dry,6.967758187
G07,Habitat,topi,Dry,7.951539682
G08,Habitat,topi,Dry,1.422148286
G09,Habitat,topi,Dry,0.22585687
G11,Habitat,topi,Dry,0.328493253
G12,Habitat,topi,Dry,1.435198779
G13,Habitat,topi,Dry,3.72663302
H01,Habitat,topi,Dry,3.661292405
H02,Habitat,topi,Dry,6.690288736
H03,Habitat,topi,Dry,21.0643831
H04,Habitat,topi,Dry,5.644346993
H05,Habitat,topi,Dry,4.286084618
H06,Habitat,topi,Dry,5.657977898
H07,Habitat,topi,Dry,8.739909521
H08,Habitat,topi,Dry,14.61961025
H09,Habitat,topi,Dry,1.80836519
H10,Habitat,topi,Dry,0.155054661
H11,Habitat,topi,Dry,0.169653944
H12,Habitat,topi,Dry,0.867442749
H13,Habitat,topi,Dry,9.074026766
I02,Habitat,topi,Dry,5.900736516
I03,Habitat,topi,Dry,2.314626719
I04,Habitat,topi,Dry,6.137678246
I05,Habitat,topi,Dry,4.023332762
I06,Habitat,topi,Dry,15.7583025
I07,Habitat,topi,Dry,2.850722854
I08,Habitat,topi,Dry,10.87748037
I09,Habitat,topi,Dry,4.358299192
I10,Habitat,topi,Dry,0.547789863
I11,Habitat,topi,Dry,0.06904516
I12,Habitat,topi,Dry,0.495151915
I13,Habitat,topi,Dry,3.357530654
J02,Habitat,topi,Dry,26.9943157
J03,Habitat,topi,Dry,3.690327251
J04,Habitat,topi,Dry,3.655301384
J05,Habitat,topi,Dry,4.237963541
J06,Habitat,topi,Dry,10.85852189
J07,Habitat,topi,Dry,2.170032959
J08,Habitat,topi,Dry,7.193346244
J09,Habitat,topi,Dry,12.01490782
J10,Habitat,topi,Dry,3.228496806
J11,Habitat,topi,Dry,0.323573482
J12,Habitat,topi,Dry,0.757397798
J13,Habitat,topi,Dry,6.079291039
K03,Habitat,topi,Dry,25.31305087
K04,Habitat,topi,Dry,7.856289276
K05,Habitat,topi,Dry,13.57330531
K06,Habitat,topi,Dry,3.892031147
K07,Habitat,topi,Dry,0.518873782
K08,Habitat,topi,Dry,1.669761171
K09,Habitat,topi,Dry,1.875883048
K10,Habitat,topi,Dry,6.962835417
K11,Habitat,topi,Dry,1.303757109
K12,Habitat,topi,Dry,0.649793272
K13,Habitat,topi,Dry,0.640628339
L03,Habitat,topi,Dry,15.12349198
L04,Habitat,topi,Dry,8.704025775
L05,Habitat,topi,Dry,2.433466681
L06,Habitat,topi,Dry,0.756793138
L07,Habitat,topi,Dry,0.211423531
L08,Habitat,topi,Dry,0.35786005
L09,Habitat,topi,Dry,0.739598859
L10,Habitat,topi,Dry,0.883216216
L11,Habitat,topi,Dry,1.067313401
L12,Habitat,topi,Dry,2.35358911
L13,Habitat,topi,Dry,0.59194586
M03,Habitat,topi,Dry,2.854131744
M04,Habitat,topi,Dry,15.3133454
M05,Habitat,topi,Dry,8.842982443
M06,Habitat,topi,Dry,1.344617915
M07,Habitat,topi,Dry,0.271168614
M08,Habitat,topi,Dry,0.106919802
M09,Habitat,topi,Dry,0.177220659
M10,Habitat,topi,Dry,0.264865379
M11,Habitat,topi,Dry,0.28661205
M12,Habitat,topi,Dry,0.617611502
M13,Habitat,topi,Dry,0.367037515
N03,Habitat,topi,Dry,0.771850335
N04,Habitat,topi,Dry,2.930480897
N05,Habitat,topi,Dry,9.328920988
N06,Habitat,topi,Dry,2.458487884
N07,Habitat,topi,Dry,0.726189746
N08,Habitat,topi,Dry,2.25653061
N09,Habitat,topi,Dry,1.351477081
N10,Habitat,topi,Dry,1.614826467
N11,Habitat,topi,Dry,0.747584281
N12,Habitat,topi,Dry,0.072256953
N13,Habitat,topi,Dry,0.049052599
O04,Habitat,topi,Dry,0.713307341
O05,Habitat,topi,Dry,1.501012363
O06,Habitat,topi,Dry,4.649675936
O07,Habitat,topi,Dry,2.326582361
O08,Habitat,topi,Dry,7.780652143
O09,Habitat,topi,Dry,13.02801518
O10,Habitat,topi,Dry,11.41256977
O11,Habitat,topi,Dry,1.549487988
O12,Habitat,topi,Dry,0.102017489
O13,Habitat,topi,Dry,0.008012803
P04,Habitat,topi,Dry,0.102800644
P05,Habitat,topi,Dry,0.552744935
P06,Habitat,topi,Dry,1.237313112
P06,Habitat,topi,Dry,1.237313112
P07,Habitat,topi,Dry,3.251484225
P08,Habitat,topi,Dry,1.29928636
P09,Habitat,topi,Dry,1.852813889
P10,Habitat,topi,Dry,0.363116504
P11,Habitat,topi,Dry,0.333415009
P12,Habitat,topi,Dry,0.048101786
P13,Habitat,topi,Dry,0.005037847
Q05,Habitat,topi,Dry,0.080965801
Q06,Habitat,topi,Dry,0.360964216
Q07,Habitat,topi,Dry,1.123499854
Q08,Habitat,topi,Dry,1.824703254
Q09,Habitat,topi,Dry,0.883816255
Q10,Habitat,topi,Dry,0.156806341
Q11,Habitat,topi,Dry,0.026829153
Q12,Habitat,topi,Dry,0.008790615
Q13,Habitat,topi,Dry,0.001338162
R05,Habitat,topi,Dry,0.019399899
R06,Habitat,topi,Dry,0.05660807
R07,Habitat,topi,Dry,0.518441163
R08,Habitat,topi,Dry,2.116637538
R09,Habitat,topi,Dry,2.740010627
R10,Habitat,topi,Dry,0.58308863
R11,Habitat,topi,Dry,0.085972112
R12,Habitat,topi,Dry,0.007898904
R13,Habitat,topi,Dry,0.000826743
S07,Habitat,topi,Dry,0.148004089
S08,Habitat,topi,Dry,1.228947124
S09,Habitat,topi,Dry,7.568431133
S10,Habitat,topi,Dry,1.967777029
S11,Habitat,topi,Dry,0.222814071
S12,Habitat,topi,Dry,0.029636
S13,Habitat,topi,Dry,0.006874226
T08,Habitat,topi,Dry,0.706833448
T09,Habitat,topi,Dry,6.277589555
T10,Habitat,topi,Dry,3.907737401
T11,Habitat,topi,Dry,0.763412781
T12,Habitat,topi,Dry,0.1110375
T13,Habitat,topi,Dry,0.154901205
U09,Habitat,topi,Dry,0.866753617
U10,Habitat,topi,Dry,4.845739807
U11,Habitat,topi,Dry,2.553297796
U12,Habitat,topi,Dry,1.230264957
U13,Habitat,topi,Dry,0.753916049
V10,Habitat,topi,Dry,0.749595286
B03,Habitat,buffalo,Wet,0.58525624
B04,Habitat,buffalo,Wet,1.673887886
B05,Habitat,buffalo,Wet,2.630352483
B06,Habitat,buffalo,Wet,0.204255877
B07,Habitat,buffalo,Wet,0.18399511
B08,Habitat,buffalo,Wet,0.222453111
C02,Habitat,buffalo,Wet,1.507314312
C03,Habitat,buffalo,Wet,7.728967328
C04,Habitat,buffalo,Wet,1.139433222
C05,Habitat,buffalo,Wet,0.344159213
C06,Habitat,buffalo,Wet,0.18656391
C07,Habitat,buffalo,Wet,0.063492834
C08,Habitat,buffalo,Wet,0.037766488
C09,Habitat,buffalo,Wet,0.120605896
C10,Habitat,buffalo,Wet,0.015670503
C11,Habitat,buffalo,Wet,0.009075322
C12,Habitat,buffalo,Wet,0.893775824
C13,Habitat,buffalo,Wet,41.07039614
D02,Habitat,buffalo,Wet,36.40755898
D03,Habitat,buffalo,Wet,23.39285862
D04,Habitat,buffalo,Wet,64.57717155
D05,Habitat,buffalo,Wet,11.93354707
D06,Habitat,buffalo,Wet,6.630391909
D07,Habitat,buffalo,Wet,1.20827563
D08,Habitat,buffalo,Wet,0.016719553
D09,Habitat,buffalo,Wet,0.005824812
D10,Habitat,buffalo,Wet,0.001379832
D11,Habitat,buffalo,Wet,0.007344326
D12,Habitat,buffalo,Wet,0.33070866
D13,Habitat,buffalo,Wet,5.590281562
E01,Habitat,buffalo,Wet,71.56390899
E02,Habitat,buffalo,Wet,266.7790769
E03,Habitat,buffalo,Wet,33.23670822
E04,Habitat,buffalo,Wet,22.16759701
E05,Habitat,buffalo,Wet,35.76073391
E06,Habitat,buffalo,Wet,48.66854363
E07,Habitat,buffalo,Wet,1.737963907
E08,Habitat,buffalo,Wet,0.073603166
E09,Habitat,buffalo,Wet,0.00109996
E10,Habitat,buffalo,Wet,0.003675334
E11,Habitat,buffalo,Wet,0.030745186
E12,Habitat,buffalo,Wet,0.969937598
E13,Habitat,buffalo,Wet,3.146057297
F01,Habitat,buffalo,Wet,56.28432882
F02,Habitat,buffalo,Wet,7.412457915
F03,Habitat,buffalo,Wet,2.005299781
F04,Habitat,buffalo,Wet,1.982073568
F05,Habitat,buffalo,Wet,9.461043558
F06,Habitat,buffalo,Wet,43.16322573
F07,Habitat,buffalo,Wet,0.822599511
F08,Habitat,buffalo,Wet,0.151866129
F09,Habitat,buffalo,Wet,0.00976297
F10,Habitat,buffalo,Wet,0.004064171
F11,Habitat,buffalo,Wet,0.093318483
F12,Habitat,buffalo,Wet,7.465842091
F13,Habitat,buffalo,Wet,1.062030878
G01,Habitat,buffalo,Wet,12.05305301
G02,Habitat,buffalo,Wet,226.9822009
G03,Habitat,buffalo,Wet,18.66593332
G04,Habitat,buffalo,Wet,2.929049163
G05,Habitat,buffalo,Wet,20.60546016
G06,Habitat,buffalo,Wet,29.90790443
G07,Habitat,buffalo,Wet,33.79842518
G08,Habitat,buffalo,Wet,1.679102621
G09,Habitat,buffalo,Wet,0.072912741
G11,Habitat,buffalo,Wet,0.175772629
G12,Habitat,buffalo,Wet,2.38728903
G13,Habitat,buffalo,Wet,10.66773083
H01,Habitat,buffalo,Wet,7.129873638
H02,Habitat,buffalo,Wet,22.42221213
H03,Habitat,buffalo,Wet,189.082659
H04,Habitat,buffalo,Wet,19.37618186
H05,Habitat,buffalo,Wet,12.23805952
H06,Habitat,buffalo,Wet,16.71357099
H07,Habitat,buffalo,Wet,33.58907151
H08,Habitat,buffalo,Wet,83.18403635
H09,Habitat,buffalo,Wet,2.521813868
H10,Habitat,buffalo,Wet,0.037622694
H11,Habitat,buffalo,Wet,0.051145169
H12,Habitat,buffalo,Wet,0.859991158
H13,Habitat,buffalo,Wet,46.38530496
I02,Habitat,buffalo,Wet,18.5776797
I03,Habitat,buffalo,Wet,3.893388839
I04,Habitat,buffalo,Wet,22.67862165
I05,Habitat,buffalo,Wet,9.761774863
I06,Habitat,buffalo,Wet,103.4575524
I07,Habitat,buffalo,Wet,4.519748956
I08,Habitat,buffalo,Wet,47.87744314
I09,Habitat,buffalo,Wet,11.30599424
I10,Habitat,buffalo,Wet,0.331515311
I11,Habitat,buffalo,Wet,0.010189071
I12,Habitat,buffalo,Wet,0.324645287
I13,Habitat,buffalo,Wet,7.73999833
J02,Habitat,buffalo,Wet,281.3201276
J03,Habitat,buffalo,Wet,8.895140907
J04,Habitat,buffalo,Wet,9.364918506
J05,Habitat,buffalo,Wet,11.54708623
J06,Habitat,buffalo,Wet,52.53020585
J07,Habitat,buffalo,Wet,3.117959259
J08,Habitat,buffalo,Wet,25.90732111
J09,Habitat,buffalo,Wet,67.52553306
J10,Habitat,buffalo,Wet,7.417221259
J11,Habitat,buffalo,Wet,0.158264223
J12,Habitat,buffalo,Wet,0.642575973
J13,Habitat,buffalo,Wet,22.32877069
K03,Habitat,buffalo,Wet,244.6093908
K04,Habitat,buffalo,Wet,33.52587753
K05,Habitat,buffalo,Wet,95.96138883
K06,Habitat,buffalo,Wet,9.449125219
K07,Habitat,buffalo,Wet,0.248478618
K08,Habitat,buffalo,Wet,2.093110794
K09,Habitat,buffalo,Wet,2.571066338
K10,Habitat,buffalo,Wet,29.42899032
K11,Habitat,buffalo,Wet,1.791907115
K12,Habitat,buffalo,Wet,0.51947137
K13,Habitat,buffalo,Wet,0.423927238
L03,Habitat,buffalo,Wet,94.49605904
L04,Habitat,buffalo,Wet,36.898596
L05,Habitat,buffalo,Wet,4.359420486
L06,Habitat,buffalo,Wet,0.602965845
L07,Habitat,buffalo,Wet,0.064210084
L08,Habitat,buffalo,Wet,0.144813588
L09,Habitat,buffalo,Wet,0.611277116
L10,Habitat,buffalo,Wet,0.877008061
L11,Habitat,buffalo,Wet,1.340465131
L12,Habitat,buffalo,Wet,5.377716421
L13,Habitat,buffalo,Wet,0.401542345
M03,Habitat,buffalo,Wet,4.998592382
M04,Habitat,buffalo,Wet,97.80580505
M05,Habitat,buffalo,Wet,42.02522038
M06,Habitat,buffalo,Wet,1.66566661
M07,Habitat,buffalo,Wet,0.111317436
M08,Habitat,buffalo,Wet,0.020324465
M09,Habitat,buffalo,Wet,0.049330581
M10,Habitat,buffalo,Wet,0.110675234
M11,Habitat,buffalo,Wet,0.125137478
M12,Habitat,buffalo,Wet,0.50850684
M13,Habitat,buffalo,Wet,0.188042162
N03,Habitat,buffalo,Wet,0.521575989
N04,Habitat,buffalo,Wet,5.187649448
N05,Habitat,buffalo,Wet,43.90631182
N06,Habitat,buffalo,Wet,4.654894133
N07,Habitat,buffalo,Wet,0.590551833
N08,Habitat,buffalo,Wet,4.334079245
N09,Habitat,buffalo,Wet,1.752894015
N10,Habitat,buffalo,Wet,2.481602707
N11,Habitat,buffalo,Wet,0.675956078
N12,Habitat,buffalo,Wet,0.010884971
N13,Habitat,buffalo,Wet,0.005857779
O04,Habitat,buffalo,Wet,0.479607925
O05,Habitat,buffalo,Wet,1.879397517
O06,Habitat,buffalo,Wet,16.08858629
O07,Habitat,buffalo,Wet,4.886738709
O08,Habitat,buffalo,Wet,43.50674283
O09,Habitat,buffalo,Wet,110.2090648
O10,Habitat,buffalo,Wet,80.91068108
O11,Habitat,buffalo,Wet,2.381105823
O12,Habitat,buffalo,Wet,0.019882559
O13,Habitat,buffalo,Wet,0.000240549
P04,Habitat,buffalo,Wet,0.018513101
P05,Habitat,buffalo,Wet,0.394451634
P06,Habitat,buffalo,Wet,1.775254016
P06,Habitat,buffalo,Wet,1.775254016
P07,Habitat,buffalo,Wet,9.719331268
P08,Habitat,buffalo,Wet,1.863318375
P09,Habitat,buffalo,Wet,3.695844515
P10,Habitat,buffalo,Wet,0.174760276
P11,Habitat,buffalo,Wet,0.149803927
P12,Habitat,buffalo,Wet,0.005157807
P13,Habitat,buffalo,Wet,0.000108595
Q05,Habitat,buffalo,Wet,0.01556752
Q06,Habitat,buffalo,Wet,0.230343216
Q07,Habitat,buffalo,Wet,1.669264358
Q08,Habitat,buffalo,Wet,3.868800711
Q09,Habitat,buffalo,Wet,1.036583049
Q10,Habitat,buffalo,Wet,0.042624826
Q11,Habitat,buffalo,Wet,0.001772819
Q12,Habitat,buffalo,Wet,0.000251589
Q13,Habitat,buffalo,Wet,9.52E-06
R05,Habitat,buffalo,Wet,0.001376491
R06,Habitat,buffalo,Wet,0.01007832
R07,Habitat,buffalo,Wet,0.485996125
R08,Habitat,buffalo,Wet,5.226164983
R09,Habitat,buffalo,Wet,6.64763607
R10,Habitat,buffalo,Wet,0.398592663
R11,Habitat,buffalo,Wet,0.012860299
R12,Habitat,buffalo,Wet,0.000189
R13,Habitat,buffalo,Wet,3.66E-06
S07,Habitat,buffalo,Wet,0.055976295
S08,Habitat,buffalo,Wet,1.936518332
S09,Habitat,buffalo,Wet,38.58857777
S10,Habitat,buffalo,Wet,3.050498577
S11,Habitat,buffalo,Wet,0.061281072
S12,Habitat,buffalo,Wet,0.001906751
S13,Habitat,buffalo,Wet,0.000140664
T08,Habitat,buffalo,Wet,0.737853316
T09,Habitat,buffalo,Wet,29.00200905
T10,Habitat,buffalo,Wet,10.43680921
T11,Habitat,buffalo,Wet,0.54385065
T12,Habitat,buffalo,Wet,0.017726703
T13,Habitat,buffalo,Wet,0.029173007
U09,Habitat,buffalo,Wet,0.837647996
U10,Habitat,buffalo,Wet,16.03391923
U11,Habitat,buffalo,Wet,4.501810683
U12,Habitat,buffalo,Wet,1.20917022
U13,Habitat,buffalo,Wet,0.470722575
V10,Habitat,buffalo,Wet,0.58525624
B03,Habitat,buffalo,Dry,0.44926369
B04,Habitat,buffalo,Dry,2.092754099
B05,Habitat,buffalo,Dry,3.826205567
B06,Habitat,buffalo,Dry,0.09609717
B07,Habitat,buffalo,Dry,0.085397766
B08,Habitat,buffalo,Dry,0.132246622
C02,Habitat,buffalo,Dry,1.314505526
C03,Habitat,buffalo,Dry,13.6008469
C04,Habitat,buffalo,Dry,1.094477362
C05,Habitat,buffalo,Dry,0.202522638
C06,Habitat,buffalo,Dry,0.073251352
C07,Habitat,buffalo,Dry,0.015716644
C08,Habitat,buffalo,Dry,0.009612455
C09,Habitat,buffalo,Dry,0.058614545
C10,Habitat,buffalo,Dry,0.00431391
C11,Habitat,buffalo,Dry,0.00214675
C12,Habitat,buffalo,Dry,1.001294743
C13,Habitat,buffalo,Dry,168.1898357
D02,Habitat,buffalo,Dry,90.6186398
D03,Habitat,buffalo,Dry,64.91652892
D04,Habitat,buffalo,Dry,234.4446859
D05,Habitat,buffalo,Dry,25.12114023
D06,Habitat,buffalo,Dry,8.547564592
D07,Habitat,buffalo,Dry,0.7838963
D08,Habitat,buffalo,Dry,0.00306997
D09,Habitat,buffalo,Dry,0.000909734
D10,Habitat,buffalo,Dry,0.000156606
D11,Habitat,buffalo,Dry,0.001954891
D12,Habitat,buffalo,Dry,0.330649824
D13,Habitat,buffalo,Dry,13.8589383
E01,Habitat,buffalo,Dry,278.8215109
E02,Habitat,buffalo,Dry,1674.340082
E03,Habitat,buffalo,Dry,97.12699866
E04,Habitat,buffalo,Dry,47.52408664
E05,Habitat,buffalo,Dry,102.8002977
E06,Habitat,buffalo,Dry,161.8234504
E07,Habitat,buffalo,Dry,1.635461286
E08,Habitat,buffalo,Dry,0.026351414
E09,Habitat,buffalo,Dry,0.000103068
E10,Habitat,buffalo,Dry,0.000657283
E11,Habitat,buffalo,Dry,0.015690512
E12,Habitat,buffalo,Dry,1.685307962
E13,Habitat,buffalo,Dry,6.908909537
F01,Habitat,buffalo,Dry,235.0434947
F02,Habitat,buffalo,Dry,13.30628263
F03,Habitat,buffalo,Dry,2.044219752
F04,Habitat,buffalo,Dry,1.837744136
F05,Habitat,buffalo,Dry,17.73147917
F06,Habitat,buffalo,Dry,170.3520892
F07,Habitat,buffalo,Dry,0.741671062
F08,Habitat,buffalo,Dry,0.081286937
F09,Habitat,buffalo,Dry,0.00222754
F10,Habitat,buffalo,Dry,0.00080626
F11,Habitat,buffalo,Dry,0.068850025
F12,Habitat,buffalo,Dry,25.11544432
F13,Habitat,buffalo,Dry,1.526202695
G01,Habitat,buffalo,Dry,24.06911349
G02,Habitat,buffalo,Dry,1222.394836
G03,Habitat,buffalo,Dry,35.9588733
G04,Habitat,buffalo,Dry,3.057187538
G05,Habitat,buffalo,Dry,49.01502344
G06,Habitat,buffalo,Dry,91.51641088
G07,Habitat,buffalo,Dry,102.0086673
G08,Habitat,buffalo,Dry,1.791100432
G09,Habitat,buffalo,Dry,0.029362275
G11,Habitat,buffalo,Dry,0.150269259
G12,Habitat,buffalo,Dry,5.191782565
G13,Habitat,buffalo,Dry,29.06972751
H01,Habitat,buffalo,Dry,8.488442844
H02,Habitat,buffalo,Dry,46.2140014
H03,Habitat,buffalo,Dry,930.2385577
H04,Habitat,buffalo,Dry,47.5980854
H05,Habitat,buffalo,Dry,25.96445063
H06,Habitat,buffalo,Dry,33.91445954
H07,Habitat,buffalo,Dry,75.91663213
H08,Habitat,buffalo,Dry,270.2181315
H09,Habitat,buffalo,Dry,2.86169165
H10,Habitat,buffalo,Dry,0.012010325
H11,Habitat,buffalo,Dry,0.023423296
H12,Habitat,buffalo,Dry,1.081726944
H13,Habitat,buffalo,Dry,178.1688826
I02,Habitat,buffalo,Dry,32.16614162
I03,Habitat,buffalo,Dry,5.327372942
I04,Habitat,buffalo,Dry,64.14930321
I05,Habitat,buffalo,Dry,15.76165363
I06,Habitat,buffalo,Dry,397.9127602
I07,Habitat,buffalo,Dry,4.667973945
I08,Habitat,buffalo,Dry,115.4050573
I09,Habitat,buffalo,Dry,20.07782943
I10,Habitat,buffalo,Dry,0.207413026
I11,Habitat,buffalo,Dry,0.00247638
I12,Habitat,buffalo,Dry,0.28350926
I13,Habitat,buffalo,Dry,16.5637631
J02,Habitat,buffalo,Dry,1419.385574
J03,Habitat,buffalo,Dry,15.35614869
J04,Habitat,buffalo,Dry,19.44299912
J05,Habitat,buffalo,Dry,22.35545209
J06,Habitat,buffalo,Dry,149.9248987
J07,Habitat,buffalo,Dry,3.25889141
J08,Habitat,buffalo,Dry,55.90012973
J09,Habitat,buffalo,Dry,247.1471312
J10,Habitat,buffalo,Dry,15.1597473
J11,Habitat,buffalo,Dry,0.113340065
J12,Habitat,buffalo,Dry,0.715212664
J13,Habitat,buffalo,Dry,67.37071119
K03,Habitat,buffalo,Dry,1156.420464
K04,Habitat,buffalo,Dry,93.80328065
K05,Habitat,buffalo,Dry,431.9867869
K06,Habitat,buffalo,Dry,14.99482013
K07,Habitat,buffalo,Dry,0.114048545
K08,Habitat,buffalo,Dry,1.806918963
K09,Habitat,buffalo,Dry,2.953032073
K10,Habitat,buffalo,Dry,102.7707327
K11,Habitat,buffalo,Dry,3.165159105
K12,Habitat,buffalo,Dry,0.582085609
K13,Habitat,buffalo,Dry,0.336004863
L03,Habitat,buffalo,Dry,347.6595887
L04,Habitat,buffalo,Dry,89.36212856
L05,Habitat,buffalo,Dry,6.277768894
L06,Habitat,buffalo,Dry,0.469187284
L07,Habitat,buffalo,Dry,0.020671867
L08,Habitat,buffalo,Dry,0.054482222
L09,Habitat,buffalo,Dry,0.473017899
L10,Habitat,buffalo,Dry,0.931739791
L11,Habitat,buffalo,Dry,2.276796432
L12,Habitat,buffalo,Dry,15.51823389
L13,Habitat,buffalo,Dry,0.337659094
M03,Habitat,buffalo,Dry,6.166972583
M04,Habitat,buffalo,Dry,328.3390774
M05,Habitat,buffalo,Dry,132.6610496
M06,Habitat,buffalo,Dry,2.017271201
M07,Habitat,buffalo,Dry,0.051097143
M08,Habitat,buffalo,Dry,0.004573624
M09,Habitat,buffalo,Dry,0.016161477
M10,Habitat,buffalo,Dry,0.056018086
M11,Habitat,buffalo,Dry,0.074260483
M12,Habitat,buffalo,Dry,0.537442691
M13,Habitat,buffalo,Dry,0.122046046
N03,Habitat,buffalo,Dry,0.287810043
N04,Habitat,buffalo,Dry,5.921106119
N05,Habitat,buffalo,Dry,135.7763804
N06,Habitat,buffalo,Dry,8.666339595
N07,Habitat,buffalo,Dry,0.493807903
N08,Habitat,buffalo,Dry,5.823458961
N09,Habitat,buffalo,Dry,1.971078313
N10,Habitat,buffalo,Dry,3.552952383
N11,Habitat,buffalo,Dry,0.650212368
N12,Habitat,buffalo,Dry,0.002730033
N13,Habitat,buffalo,Dry,0.001223166
O04,Habitat,buffalo,Dry,0.295218816
O05,Habitat,buffalo,Dry,2.234710828
O06,Habitat,buffalo,Dry,53.92706957
O07,Habitat,buffalo,Dry,10.34196685
O08,Habitat,buffalo,Dry,206.126323
O09,Habitat,buffalo,Dry,664.8379378
O10,Habitat,buffalo,Dry,364.0710499
O11,Habitat,buffalo,Dry,3.296038611
O12,Habitat,buffalo,Dry,0.005891118
O13,Habitat,buffalo,Dry,1.72E-05
P04,Habitat,buffalo,Dry,0.004626073
P05,Habitat,buffalo,Dry,0.334279327
P06,Habitat,buffalo,Dry,3.127244945
P06,Habitat,buffalo,Dry,3.127244945
P07,Habitat,buffalo,Dry,30.74576949
P08,Habitat,buffalo,Dry,3.2868892
P09,Habitat,buffalo,Dry,7.378994876
P10,Habitat,buffalo,Dry,0.100154224
P11,Habitat,buffalo,Dry,0.080149651
P12,Habitat,buffalo,Dry,0.000912269
P13,Habitat,buffalo,Dry,5.63E-06
Q05,Habitat,buffalo,Dry,0.005328503
Q06,Habitat,buffalo,Dry,0.240321054
Q07,Habitat,buffalo,Dry,3.578332935
Q08,Habitat,buffalo,Dry,11.40738741
Q09,Habitat,buffalo,Dry,1.528542701
Q10,Habitat,buffalo,Dry,0.017193544
Q11,Habitat,buffalo,Dry,0.000218461
Q12,Habitat,buffalo,Dry,1.60E-05
Q13,Habitat,buffalo,Dry,2.07E-07
R05,Habitat,buffalo,Dry,0.000228972
R06,Habitat,buffalo,Dry,0.004180961
R07,Habitat,buffalo,Dry,0.712993627
R08,Habitat,buffalo,Dry,15.17774223
R09,Habitat,buffalo,Dry,16.92312169
R10,Habitat,buffalo,Dry,0.305883785
R11,Habitat,buffalo,Dry,0.002658538
R12,Habitat,buffalo,Dry,9.19E-06
R13,Habitat,buffalo,Dry,4.79E-08
S07,Habitat,buffalo,Dry,0.035954769
S08,Habitat,buffalo,Dry,3.446234947
S09,Habitat,buffalo,Dry,155.9706911
S10,Habitat,buffalo,Dry,3.662752734
S11,Habitat,buffalo,Dry,0.018845338
S12,Habitat,buffalo,Dry,0.000185031
S13,Habitat,buffalo,Dry,6.04E-06
T08,Habitat,buffalo,Dry,0.916158605
T09,Habitat,buffalo,Dry,106.3686137
T10,Habitat,buffalo,Dry,20.75250239
T11,Habitat,buffalo,Dry,0.348719818
T12,Habitat,buffalo,Dry,0.003824001
T13,Habitat,buffalo,Dry,0.006702648
U09,Habitat,buffalo,Dry,1.030653616
U10,Habitat,buffalo,Dry,49.72693932
U11,Habitat,buffalo,Dry,7.290006144
U12,Habitat,buffalo,Dry,0.99051456
U13,Habitat,buffalo,Dry,0.269124214
V10,Habitat,buffalo,Dry,0.44926369
B03,Habitat,wildebeest,Wet,0.669955105
B04,Habitat,wildebeest,Wet,0.513444043
B05,Habitat,wildebeest,Wet,0.624093513
B06,Habitat,wildebeest,Wet,0.770340683
B07,Habitat,wildebeest,Wet,0.840710942
B08,Habitat,wildebeest,Wet,0.648320399
C02,Habitat,wildebeest,Wet,1.575518316
C03,Habitat,wildebeest,Wet,1.240856437
C04,Habitat,wildebeest,Wet,0.89708949
C05,Habitat,wildebeest,Wet,0.924379215
C06,Habitat,wildebeest,Wet,1.564446061
C07,Habitat,wildebeest,Wet,1.518179064
C08,Habitat,wildebeest,Wet,0.959510177
C09,Habitat,wildebeest,Wet,0.567052428
C10,Habitat,wildebeest,Wet,0.311384404
C11,Habitat,wildebeest,Wet,0.231713071
C12,Habitat,wildebeest,Wet,0.489526522
C13,Habitat,wildebeest,Wet,0.94587867
D02,Habitat,wildebeest,Wet,2.589851274
D03,Habitat,wildebeest,Wet,1.681440392
D04,Habitat,wildebeest,Wet,2.181904627
D05,Habitat,wildebeest,Wet,1.589308259
D06,Habitat,wildebeest,Wet,2.802699563
D07,Habitat,wildebeest,Wet,2.81014383
D08,Habitat,wildebeest,Wet,0.921859946
D09,Habitat,wildebeest,Wet,0.468158584
D10,Habitat,wildebeest,Wet,0.258037474
D11,Habitat,wildebeest,Wet,0.157330572
D12,Habitat,wildebeest,Wet,0.275866794
D13,Habitat,wildebeest,Wet,0.547348998
E01,Habitat,wildebeest,Wet,2.148065184
E02,Habitat,wildebeest,Wet,2.140184005
E03,Habitat,wildebeest,Wet,1.911871927
E04,Habitat,wildebeest,Wet,3.476506304
E05,Habitat,wildebeest,Wet,2.406246026
E06,Habitat,wildebeest,Wet,2.047491788
E07,Habitat,wildebeest,Wet,1.826292501
E08,Habitat,wildebeest,Wet,0.811367045
E09,Habitat,wildebeest,Wet,0.332734541
E10,Habitat,wildebeest,Wet,0.217652883
E11,Habitat,wildebeest,Wet,0.141008677
E12,Habitat,wildebeest,Wet,0.227259522
E13,Habitat,wildebeest,Wet,0.438142366
F01,Habitat,wildebeest,Wet,1.207534755
F02,Habitat,wildebeest,Wet,1.32732468
F03,Habitat,wildebeest,Wet,1.631951531
F04,Habitat,wildebeest,Wet,2.017941729
F05,Habitat,wildebeest,Wet,1.821175441
F06,Habitat,wildebeest,Wet,1.294056788
F07,Habitat,wildebeest,Wet,0.908845586
F08,Habitat,wildebeest,Wet,0.596204379
F09,Habitat,wildebeest,Wet,0.307161934
