wet.dry,pd.day,pop.unit,site.id,var.measure,var.measure.unit,var.val
Dry,Day,Barafu,K08,Predator occupancy (lions/km2),Density,7
Wet,Night,Barafu,K08,Predator occupancy (lions/km2),Density,43
Dry,Night,Barafu,K08,Predator occupancy (lions/km2),Density,22
Wet,Day,Barafu,K09,Predator occupancy (lions/km2),Density,2
Dry,Day,Barafu,K09,Predator occupancy (lions/km2),Density,2
Wet,Night,Barafu,K09,Predator occupancy (lions/km2),Density,36
Dry,Night,Barafu,K09,Predator occupancy (lions/km2),Density,17
Wet,Day,Barafu,K10,Predator occupancy (lions/km2),Density,3
Dry,Day,Barafu,K10,Predator occupancy (lions/km2),Density,41
Wet,Night,Barafu,K10,Predator occupancy (lions/km2),Density,31
Dry,Night,Barafu,K10,Predator occupancy (lions/km2),Density,8
Wet,Day,Barafu,K11,Predator occupancy (lions/km2),Density,55
Dry,Day,Barafu,K11,Predator occupancy (lions/km2),Density,44
Wet,Night,Barafu,K11,Predator occupancy (lions/km2),Density,55
Dry,Night,Barafu,K11,Predator occupancy (lions/km2),Density,29
Wet,Day,Barafu,K12,Predator occupancy (lions/km2),Density,49
Dry,Day,Barafu,K12,Predator occupancy (lions/km2),Density,17
Wet,Night,Barafu,K12,Predator occupancy (lions/km2),Density,20
Dry,Night,Barafu,K12,Predator occupancy (lions/km2),Density,38
Wet,Day,Barafu,K13,Predator occupancy (lions/km2),Density,42
Dry,Day,Barafu,K13,Predator occupancy (lions/km2),Density,12
Wet,Night,Barafu,K13,Predator occupancy (lions/km2),Density,17
Dry,Night,Barafu,K13,Predator occupancy (lions/km2),Density,11
Wet,Day,Barafu,L03,Predator occupancy (lions/km2),Density,6
Dry,Day,Barafu,L03,Predator occupancy (lions/km2),Density,9
Wet,Night,Barafu,L03,Predator occupancy (lions/km2),Density,8
Dry,Night,Barafu,L03,Predator occupancy (lions/km2),Density,58
Wet,Day,Barafu,L04,Predator occupancy (lions/km2),Density,6
Dry,Day,Barafu,L04,Predator occupancy (lions/km2),Density,25
Wet,Night,Barafu,L04,Predator occupancy (lions/km2),Density,26
Dry,Night,Barafu,L04,Predator occupancy (lions/km2),Density,8
Wet,Day,Barafu,L05,Predator occupancy (lions/km2),Density,15
Dry,Day,Barafu,L05,Predator occupancy (lions/km2),Density,9
Wet,Night,Barafu,L05,Predator occupancy (lions/km2),Density,26
Dry,Night,Barafu,L05,Predator occupancy (lions/km2),Density,46
Wet,Day,Barafu,L06,Predator occupancy (lions/km2),Density,43
Dry,Day,Barafu,L06,Predator occupancy (lions/km2),Density,26
Wet,Night,Barafu,L06,Predator occupancy (lions/km2),Density,31
Dry,Night,Barafu,L06,Predator occupancy (lions/km2),Density,15
Wet,Day,Barafu,L07,Predator occupancy (lions/km2),Density,33
Dry,Day,Barafu,L07,Predator occupancy (lions/km2),Density,33
Wet,Night,Barafu,L07,Predator occupancy (lions/km2),Density,19
Dry,Night,Barafu,L07,Predator occupancy (lions/km2),Density,49
Wet,Day,Barafu,L08,Predator occupancy (lions/km2),Density,20
Dry,Day,Barafu,L08,Predator occupancy (lions/km2),Density,23
Wet,Night,Barafu,L08,Predator occupancy (lions/km2),Density,20
Dry,Night,Barafu,L08,Predator occupancy (lions/km2),Density,17
Wet,Day,Barafu,L09,Predator occupancy (lions/km2),Density,5
Dry,Day,Barafu,L09,Predator occupancy (lions/km2),Density,37
Wet,Night,Barafu,L09,Predator occupancy (lions/km2),Density,26
Dry,Night,Barafu,L09,Predator occupancy (lions/km2),Density,35
Wet,Day,Barafu,L10,Predator occupancy (lions/km2),Density,33
Dry,Day,Barafu,L10,Predator occupancy (lions/km2),Density,6
Wet,Night,Barafu,L10,Predator occupancy (lions/km2),Density,3
Dry,Night,Barafu,L10,Predator occupancy (lions/km2),Density,42
Wet,Day,Barafu,L11,Predator occupancy (lions/km2),Density,9
Dry,Day,Barafu,L11,Predator occupancy (lions/km2),Density,39
Wet,Night,Barafu,L11,Predator occupancy (lions/km2),Density,3
Dry,Night,Barafu,L11,Predator occupancy (lions/km2),Density,21
Wet,Day,Barafu,L12,Predator occupancy (lions/km2),Density,2
Dry,Day,Barafu,L12,Predator occupancy (lions/km2),Density,35
Wet,Night,Barafu,L12,Predator occupancy (lions/km2),Density,37
Dry,Night,Barafu,L12,Predator occupancy (lions/km2),Density,8
Wet,Day,Barafu,L13,Predator occupancy (lions/km2),Density,44
Dry,Day,Barafu,L13,Predator occupancy (lions/km2),Density,48
Wet,Night,Barafu,L13,Predator occupancy (lions/km2),Density,59
Dry,Night,Barafu,L13,Predator occupancy (lions/km2),Density,62
Wet,Day,Barafu,M03,Predator occupancy (lions/km2),Density,6
Dry,Day,Barafu,M03,Predator occupancy (lions/km2),Density,46
Wet,Night,Barafu,M03,Predator occupancy (lions/km2),Density,13
Dry,Night,Barafu,M03,Predator occupancy (lions/km2),Density,32
Wet,Day,Barafu,M04,Predator occupancy (lions/km2),Density,25
Dry,Day,Barafu,M04,Predator occupancy (lions/km2),Density,37
Wet,Night,Barafu,M04,Predator occupancy (lions/km2),Density,41
Dry,Night,Barafu,M04,Predator occupancy (lions/km2),Density,36
Wet,Day,Barafu,M05,Predator occupancy (lions/km2),Density,1
Dry,Day,Barafu,M05,Predator occupancy (lions/km2),Density,6
Wet,Night,Barafu,M05,Predator occupancy (lions/km2),Density,29
Dry,Night,Barafu,M05,Predator occupancy (lions/km2),Density,9
Wet,Day,Barafu,M06,Predator occupancy (lions/km2),Density,48
Dry,Day,Barafu,M06,Predator occupancy (lions/km2),Density,1
Wet,Night,Barafu,M06,Predator occupancy (lions/km2),Density,37
Dry,Night,Barafu,M06,Predator occupancy (lions/km2),Density,35
Wet,Day,Barafu,M07,Predator occupancy (lions/km2),Density,35
Dry,Day,Barafu,M07,Predator occupancy (lions/km2),Density,10
Wet,Night,Barafu,M07,Predator occupancy (lions/km2),Density,24
Dry,Night,Barafu,M07,Predator occupancy (lions/km2),Density,17
Wet,Day,Barafu,M08,Predator occupancy (lions/km2),Density,8
Dry,Day,Barafu,M08,Predator occupancy (lions/km2),Density,22
Wet,Night,Barafu,M08,Predator occupancy (lions/km2),Density,12
Dry,Night,Barafu,M08,Predator occupancy (lions/km2),Density,5
Wet,Day,Barafu,M09,Predator occupancy (lions/km2),Density,69
Dry,Day,Barafu,M09,Predator occupancy (lions/km2),Density,5
Wet,Night,Barafu,M09,Predator occupancy (lions/km2),Density,46
Dry,Night,Barafu,M09,Predator occupancy (lions/km2),Density,48
Wet,Day,Barafu,M10,Predator occupancy (lions/km2),Density,12
Dry,Day,Barafu,M10,Predator occupancy (lions/km2),Density,20
Wet,Night,Barafu,M10,Predator occupancy (lions/km2),Density,45
Dry,Night,Barafu,M10,Predator occupancy (lions/km2),Density,21
Wet,Day,Barafu,M11,Predator occupancy (lions/km2),Density,14
Dry,Day,Barafu,M11,Predator occupancy (lions/km2),Density,16
Wet,Night,Barafu,M11,Predator occupancy (lions/km2),Density,57
Dry,Night,Barafu,M11,Predator occupancy (lions/km2),Density,43
Wet,Day,Barafu,M12,Predator occupancy (lions/km2),Density,5
Dry,Day,Barafu,M12,Predator occupancy (lions/km2),Density,5
Wet,Night,Barafu,M12,Predator occupancy (lions/km2),Density,43
Dry,Night,Barafu,M12,Predator occupancy (lions/km2),Density,4
Wet,Day,Barafu,M13,Predator occupancy (lions/km2),Density,15
Dry,Day,Barafu,M13,Predator occupancy (lions/km2),Density,6
Wet,Night,Barafu,M13,Predator occupancy (lions/km2),Density,27
Dry,Night,Barafu,M13,Predator occupancy (lions/km2),Density,0
Wet,Day,Barafu,N03,Predator occupancy (lions/km2),Density,10
Dry,Day,Barafu,N03,Predator occupancy (lions/km2),Density,29
Wet,Night,Barafu,N03,Predator occupancy (lions/km2),Density,10
Dry,Night,Barafu,N03,Predator occupancy (lions/km2),Density,16
Wet,Day,Barafu,N04,Predator occupancy (lions/km2),Density,47
Dry,Day,Barafu,N04,Predator occupancy (lions/km2),Density,2
Wet,Night,Barafu,N04,Predator occupancy (lions/km2),Density,18
Dry,Night,Barafu,N04,Predator occupancy (lions/km2),Density,21
Wet,Day,Barafu,N05,Predator occupancy (lions/km2),Density,48
Dry,Day,Barafu,N05,Predator occupancy (lions/km2),Density,26
Wet,Night,Barafu,N05,Predator occupancy (lions/km2),Density,9
Dry,Night,Barafu,N05,Predator occupancy (lions/km2),Density,37
Wet,Day,Barafu,N06,Predator occupancy (lions/km2),Density,42
Dry,Day,Barafu,N06,Predator occupancy (lions/km2),Density,30
Wet,Night,Barafu,N06,Predator occupancy (lions/km2),Density,35
Dry,Night,Barafu,N06,Predator occupancy (lions/km2),Density,27
Wet,Day,Barafu,N07,Predator occupancy (lions/km2),Density,12
Dry,Day,Barafu,N07,Predator occupancy (lions/km2),Density,13
Wet,Night,Barafu,N07,Predator occupancy (lions/km2),Density,59
Dry,Night,Barafu,F09,Predator occupancy (lions/km2),Density,39
Wet,Day,Barafu,F10,Predator occupancy (lions/km2),Density,24
Dry,Day,Barafu,F10,Predator occupancy (lions/km2),Density,5
Wet,Night,Barafu,F10,Predator occupancy (lions/km2),Density,13
Dry,Night,Barafu,F10,Predator occupancy (lions/km2),Density,7
Wet,Day,Barafu,F11,Predator occupancy (lions/km2),Density,30
Dry,Day,Barafu,F11,Predator occupancy (lions/km2),Density,38
Wet,Night,Barafu,F11,Predator occupancy (lions/km2),Density,56
Dry,Night,Barafu,F11,Predator occupancy (lions/km2),Density,34
Wet,Day,Barafu,F12,Predator occupancy (lions/km2),Density,44
Dry,Day,Barafu,F12,Predator occupancy (lions/km2),Density,8
Wet,Night,Barafu,F12,Predator occupancy (lions/km2),Density,40
Dry,Night,Barafu,F12,Predator occupancy (lions/km2),Density,42
Wet,Day,Barafu,F13,Predator occupancy (lions/km2),Density,6
Dry,Day,Barafu,F13,Predator occupancy (lions/km2),Density,4
Wet,Night,Barafu,F13,Predator occupancy (lions/km2),Density,45
Dry,Night,Barafu,F13,Predator occupancy (lions/km2),Density,19
Wet,Day,Barafu,G01,Predator occupancy (lions/km2),Density,44
Dry,Day,Barafu,G01,Predator occupancy (lions/km2),Density,3
Wet,Night,Barafu,G01,Predator occupancy (lions/km2),Density,46
Dry,Night,Barafu,G01,Predator occupancy (lions/km2),Density,6
Wet,Day,Barafu,G02,Predator occupancy (lions/km2),Density,27
Dry,Day,Barafu,G02,Predator occupancy (lions/km2),Density,9
Wet,Night,Barafu,G02,Predator occupancy (lions/km2),Density,54
Dry,Night,Barafu,G02,Predator occupancy (lions/km2),Density,40
Wet,Day,Barafu,G03,Predator occupancy (lions/km2),Density,16
Dry,Day,Barafu,G03,Predator occupancy (lions/km2),Density,34
Wet,Night,Barafu,G03,Predator occupancy (lions/km2),Density,16
Dry,Night,Barafu,G03,Predator occupancy (lions/km2),Density,16
Wet,Day,Barafu,G04,Predator occupancy (lions/km2),Density,16
Dry,Day,Barafu,G04,Predator occupancy (lions/km2),Density,5
Wet,Night,Barafu,G04,Predator occupancy (lions/km2),Density,33
Dry,Night,Barafu,O05,Predator occupancy (lions/km2),Density,23
Wet,Day,Barafu,O06,Predator occupancy (lions/km2),Density,22
Dry,Day,Barafu,O06,Predator occupancy (lions/km2),Density,8
Wet,Night,Barafu,O06,Predator occupancy (lions/km2),Density,19
Dry,Night,Barafu,O06,Predator occupancy (lions/km2),Density,33
Wet,Day,Barafu,O07,Predator occupancy (lions/km2),Density,19
Dry,Day,Barafu,O07,Predator occupancy (lions/km2),Density,53
Wet,Night,Barafu,O07,Predator occupancy (lions/km2),Density,2
Dry,Night,Barafu,O07,Predator occupancy (lions/km2),Density,44
Wet,Day,Barafu,O08,Predator occupancy (lions/km2),Density,2
Dry,Day,Barafu,O08,Predator occupancy (lions/km2),Density,44
Wet,Night,Barafu,O08,Predator occupancy (lions/km2),Density,46
Dry,Night,Barafu,O08,Predator occupancy (lions/km2),Density,15
Wet,Day,Barafu,O09,Predator occupancy (lions/km2),Density,34
Dry,Day,Barafu,O09,Predator occupancy (lions/km2),Density,8
Wet,Night,Barafu,O09,Predator occupancy (lions/km2),Density,27
Dry,Night,Barafu,O09,Predator occupancy (lions/km2),Density,10
Wet,Day,Barafu,O10,Predator occupancy (lions/km2),Density,15
Dry,Day,Barafu,O10,Predator occupancy (lions/km2),Density,7
Wet,Night,Barafu,O10,Predator occupancy (lions/km2),Density,10
Dry,Night,Barafu,O10,Predator occupancy (lions/km2),Density,19
Wet,Day,Barafu,O11,Predator occupancy (lions/km2),Density,12
Dry,Day,Barafu,O11,Predator occupancy (lions/km2),Density,17
Wet,Night,Barafu,O11,Predator occupancy (lions/km2),Density,46
Dry,Night,Barafu,O11,Predator occupancy (lions/km2),Density,31
Wet,Day,Barafu,O12,Predator occupancy (lions/km2),Density,58
Dry,Day,Barafu,O12,Predator occupancy (lions/km2),Density,26
Wet,Night,Barafu,O12,Predator occupancy (lions/km2),Density,24
Dry,Night,Barafu,O12,Predator occupancy (lions/km2),Density,50
Wet,Day,Barafu,O13,Predator occupancy (lions/km2),Density,32
Dry,Day,Barafu,O13,Predator occupancy (lions/km2),Density,15
Wet,Night,Barafu,O13,Predator occupancy (lions/km2),Density,10
Dry,Night,Barafu,O13,Predator occupancy (lions/km2),Density,5
Wet,Day,Barafu,P04,Predator occupancy (lions/km2),Density,11
Dry,Day,Barafu,P04,Predator occupancy (lions/km2),Density,38
Wet,Night,Barafu,P04,Predator occupancy (lions/km2),Density,46
Dry,Night,Barafu,P04,Predator occupancy (lions/km2),Density,27
Wet,Day,Barafu,P05,Predator occupancy (lions/km2),Density,42
Dry,Day,Barafu,P05,Predator occupancy (lions/km2),Density,36
Wet,Night,Barafu,P05,Predator occupancy (lions/km2),Density,46
Dry,Night,Barafu,P05,Predator occupancy (lions/km2),Density,45
Wet,Day,Barafu,P06,Predator occupancy (lions/km2),Density,40
Dry,Day,Barafu,P06,Predator occupancy (lions/km2),Density,39
Wet,Night,Barafu,P06,Predator occupancy (lions/km2),Density,2
Dry,Night,Barafu,P06,Predator occupancy (lions/km2),Density,19
Wet,Day,Barafu,P07,Predator occupancy (lions/km2),Density,11
Dry,Day,Barafu,P07,Predator occupancy (lions/km2),Density,0
Wet,Night,Barafu,P07,Predator occupancy (lions/km2),Density,9
Dry,Night,Barafu,P07,Predator occupancy (lions/km2),Density,14
Wet,Day,Barafu,P08,Predator occupancy (lions/km2),Density,21
Dry,Day,Barafu,P08,Predator occupancy (lions/km2),Density,20
Wet,Night,Barafu,P08,Predator occupancy (lions/km2),Density,43
Dry,Night,Barafu,P08,Predator occupancy (lions/km2),Density,1
Wet,Day,Barafu,P09,Predator occupancy (lions/km2),Density,4
Dry,Day,Barafu,P09,Predator occupancy (lions/km2),Density,4
Wet,Night,Barafu,P09,Predator occupancy (lions/km2),Density,12
Dry,Night,Barafu,P09,Predator occupancy (lions/km2),Density,26
Wet,Day,Barafu,P10,Predator occupancy (lions/km2),Density,10
Dry,Day,Barafu,P10,Predator occupancy (lions/km2),Density,31
Wet,Night,Barafu,P10,Predator occupancy (lions/km2),Density,47
Dry,Night,Barafu,P10,Predator occupancy (lions/km2),Density,13
Wet,Day,Barafu,P11,Predator occupancy (lions/km2),Density,20
Dry,Day,Barafu,P11,Predator occupancy (lions/km2),Density,23
Wet,Night,Barafu,P11,Predator occupancy (lions/km2),Density,20
Dry,Night,Barafu,P11,Predator occupancy (lions/km2),Density,5
Wet,Day,Barafu,P12,Predator occupancy (lions/km2),Density,10
Dry,Day,Barafu,P12,Predator occupancy (lions/km2),Density,24
Wet,Night,Barafu,P12,Predator occupancy (lions/km2),Density,39
Dry,Night,Barafu,P12,Predator occupancy (lions/km2),Density,5
Wet,Day,Barafu,P13,Predator occupancy (lions/km2),Density,9
Dry,Day,Barafu,P13,Predator occupancy (lions/km2),Density,27
Wet,Night,Barafu,P13,Predator occupancy (lions/km2),Density,12
Dry,Night,Barafu,P13,Predator occupancy (lions/km2),Density,34
Wet,Day,Barafu,Q05,Predator occupancy (lions/km2),Density,10
Dry,Day,Barafu,Q05,Predator occupancy (lions/km2),Density,20
Wet,Night,Barafu,Q05,Predator occupancy (lions/km2),Density,22
Dry,Night,Barafu,Q05,Predator occupancy (lions/km2),Density,14
Wet,Day,Barafu,Q06,Predator occupancy (lions/km2),Density,31
Dry,Day,Barafu,Q06,Predator occupancy (lions/km2),Density,16
Wet,Night,Barafu,Q06,Predator occupancy (lions/km2),Density,38
Dry,Night,Barafu,Q06,Predator occupancy (lions/km2),Density,7
Wet,Day,Barafu,Q07,Predator occupancy (lions/km2),Density,19
Dry,Day,Barafu,Q07,Predator occupancy (lions/km2),Density,24
Wet,Night,Barafu,Q07,Predator occupancy (lions/km2),Density,46
Dry,Night,Barafu,Q07,Predator occupancy (lions/km2),Density,21
Wet,Day,Barafu,Q08,Predator occupancy (lions/km2),Density,31
Dry,Day,Barafu,Q08,Predator occupancy (lions/km2),Density,52
Wet,Night,Barafu,Q08,Predator occupancy (lions/km2),Density,39
Dry,Night,Barafu,Q08,Predator occupancy (lions/km2),Density,0
Wet,Day,Barafu,Q09,Predator occupancy (lions/km2),Density,39
Dry,Day,Barafu,Q09,Predator occupancy (lions/km2),Density,51
Wet,Night,Barafu,Q09,Predator occupancy (lions/km2),Density,31
Dry,Night,Barafu,Q09,Predator occupancy (lions/km2),Density,43
Wet,Day,Barafu,Q10,Predator occupancy (lions/km2),Density,0
Dry,Day,Barafu,Q10,Predator occupancy (lions/km2),Density,1
Wet,Night,Barafu,Q10,Predator occupancy (lions/km2),Density,49
Dry,Night,Barafu,Q10,Predator occupancy (lions/km2),Density,41
Wet,Day,Barafu,Q11,Predator occupancy (lions/km2),Density,26
Dry,Day,Barafu,Q11,Predator occupancy (lions/km2),Density,45
Wet,Night,Barafu,Q11,Predator occupancy (lions/km2),Density,16
Dry,Night,Barafu,Q11,Predator occupancy (lions/km2),Density,12
Wet,Day,Barafu,Q12,Predator occupancy (lions/km2),Density,18
Dry,Day,Barafu,Q12,Predator occupancy (lions/km2),Density,6
Wet,Night,Barafu,Q12,Predator occupancy (lions/km2),Density,48
Dry,Night,Barafu,Q12,Predator occupancy (lions/km2),Density,5
Wet,Day,Barafu,Q13,Predator occupancy (lions/km2),Density,37
Dry,Day,Barafu,Q13,Predator occupancy (lions/km2),Density,22
Wet,Night,Barafu,Q13,Predator occupancy (lions/km2),Density,34
Dry,Night,Barafu,Q13,Predator occupancy (lions/km2),Density,7
Wet,Day,Barafu,R05,Predator occupancy (lions/km2),Density,19
Dry,Day,Barafu,R05,Predator occupancy (lions/km2),Density,5
Wet,Night,Barafu,R05,Predator occupancy (lions/km2),Density,47
Dry,Night,Barafu,R05,Predator occupancy (lions/km2),Density,7
Wet,Day,Barafu,R06,Predator occupancy (lions/km2),Density,42
Dry,Day,Barafu,R06,Predator occupancy (lions/km2),Density,29
Wet,Night,Barafu,R06,Predator occupancy (lions/km2),Density,35
Dry,Night,Barafu,R06,Predator occupancy (lions/km2),Density,28
Wet,Day,Barafu,R07,Predator occupancy (lions/km2),Density,32
Dry,Day,Barafu,R07,Predator occupancy (lions/km2),Density,5
Wet,Night,Barafu,R07,Predator occupancy (lions/km2),Density,7
Dry,Night,Barafu,R07,Predator occupancy (lions/km2),Density,12
Wet,Day,Barafu,R08,Predator occupancy (lions/km2),Density,41
Dry,Day,Barafu,R08,Predator occupancy (lions/km2),Density,47
Wet,Night,Barafu,R08,Predator occupancy (lions/km2),Density,40
Dry,Night,Barafu,R08,Predator occupancy (lions/km2),Density,26
Wet,Day,Barafu,R09,Predator occupancy (lions/km2),Density,61
Dry,Day,Barafu,R09,Predator occupancy (lions/km2),Density,30
Wet,Night,Barafu,R09,Predator occupancy (lions/km2),Density,26
Dry,Night,Barafu,R09,Predator occupancy (lions/km2),Density,40
Wet,Day,Barafu,R10,Predator occupancy (lions/km2),Density,27
Dry,Day,Barafu,R10,Predator occupancy (lions/km2),Density,23
Wet,Night,Barafu,R10,Predator occupancy (lions/km2),Density,22
Dry,Night,Barafu,R10,Predator occupancy (lions/km2),Density,40
Wet,Day,Barafu,R11,Predator occupancy (lions/km2),Density,12
Dry,Day,Barafu,R11,Predator occupancy (lions/km2),Density,40
Wet,Night,Barafu,R11,Predator occupancy (lions/km2),Density,0
Dry,Night,Barafu,R11,Predator occupancy (lions/km2),Density,4
Wet,Day,Barafu,R12,Predator occupancy (lions/km2),Density,23
Dry,Day,Barafu,R12,Predator occupancy (lions/km2),Density,6
Wet,Night,Barafu,R12,Predator occupancy (lions/km2),Density,47
Dry,Night,Barafu,R12,Predator occupancy (lions/km2),Density,34
Wet,Day,Barafu,R13,Predator occupancy (lions/km2),Density,42
Dry,Day,Barafu,R13,Predator occupancy (lions/km2),Density,16
Wet,Night,Barafu,R13,Predator occupancy (lions/km2),Density,46
Dry,Night,Barafu,R13,Predator occupancy (lions/km2),Density,47
Wet,Day,Barafu,S07,Predator occupancy (lions/km2),Density,21
Dry,Day,Barafu,S07,Predator occupancy (lions/km2),Density,16
Wet,Night,Barafu,S07,Predator occupancy (lions/km2),Density,36
Dry,Night,Barafu,S07,Predator occupancy (lions/km2),Density,18
Wet,Day,Barafu,S08,Predator occupancy (lions/km2),Density,58
Dry,Day,Barafu,S08,Predator occupancy (lions/km2),Density,25
Wet,Night,Barafu,S08,Predator occupancy (lions/km2),Density,23
Dry,Night,Barafu,S08,Predator occupancy (lions/km2),Density,44
Wet,Day,Barafu,S09,Predator occupancy (lions/km2),Density,29
Dry,Day,Barafu,S09,Predator occupancy (lions/km2),Density,34
Wet,Night,Barafu,S09,Predator occupancy (lions/km2),Density,9
Dry,Night,Barafu,S09,Predator occupancy (lions/km2),Density,49
